user_id,segment,points_balance
u01718,active,1313
u01719,active,1658
u01720,active,1359
u01721,active,793
u01722,active,1458
u01723,active,377
u01724,active,1116
u01725,active,726
u01726,active,729
u01727,active,1742
u01728,active,781
u01729,active,1048
u01730,active,1186
u01731,active,939
u01732,active,405
u01733,active,1081
u01734,active,813
u01735,active,907
u01736,active,940
u01737,active,1132
u01738,active,1114
u01739,active,342
u01740,active,1037
u01741,active,1655
u01742,active,186
u01743,active,579
u01744,active,674
u01745,active,155
u01746,active,217
u01747,active,566
u01748,active,1409
u01749,active,803
u01750,active,576
u01751,active,882
u01752,active,1145
u01753,active,1144
u01754,active,966
u01755,active,2006
u01756,active,1055
u01757,active,1123
u01758,active,737
u01759,active,605
u01760,active,484
u01761,active,434
u01762,active,1170
u01763,active,1014
u01764,active,697
u01765,active,809
u01766,active,1373
u01767,active,867
u01768,active,963
u01769,active,1065
u01770,active,1148
u01771,active,647
u01772,active,0
u01773,active,169
u01774,active,1091
u01775,active,719
u01776,active,813
u01777,active,263
u01778,active,629
u01779,active,997
u01780,active,965
u01781,active,518
u01782,active,488
u01783,active,1720
u01784,active,850
u01785,active,906
u01786,active,413
u01787,active,637
u01788,active,839
u01789,active,489
u01790,active,986
u01791,active,487
u01792,active,652
u01793,active,630
u01794,active,285
u01795,active,318
u01796,active,998
u01797,active,537
u01798,active,875
u01799,active,891
u01800,active,1082
u01801,active,1274
u01802,active,690
u01803,active,489
u01804,active,1027
u01805,active,1292
u01806,active,811
u01807,active,923
u01808,active,872
u01809,active,888
u01810,active,1203
u01811,active,788
u01812,active,1191
u01813,active,1115
u01814,active,1810
u01815,active,661
u01816,active,1410
u01817,active,1271
u01818,active,460
u01819,active,1176
u01820,active,1194
u01821,active,706
u01822,active,0
u01823,active,1248
u01824,active,431
u01825,active,881
u01826,active,240
u01827,active,1187
u01828,active,215
u01829,active,715
u01830,active,724
u01831,active,947
u01832,active,356
u01833,active,1133
u01834,active,1143
u01835,active,804
u01836,active,836
u01837,active,0
u01838,active,1592
u01839,active,859
u01840,active,1208
u01841,active,1023
u01842,active,972
u01843,active,1225
u01844,active,694
u01845,active,1357
u01846,active,1580
u01847,active,1030
u01848,active,887
u01849,active,1341
u01850,active,1115
u01851,active,800
u01852,active,813
u01853,active,1000
u01854,active,1254
u01855,active,748
u01856,active,1266
u01857,active,1735
u01858,active,1187
u01859,active,924
u01860,active,1177
u01861,active,773
u01862,active,502
u01863,active,646
u01864,active,402
u01865,active,1334
u01866,active,759
u01867,active,209
u01868,active,1154
u01869,active,1095
u01870,active,1071
u01871,active,413
u01872,active,502
u01873,active,1654
u01874,active,708
u01875,active,1132
u01876,active,999
u01877,active,395
u01878,active,360
u01879,active,1148
u01880,active,825
u01881,active,837
u01882,active,1366
u01883,active,300
u01884,active,925
u01885,active,1418
u01886,active,1287
u01887,active,839
u01888,active,1137
u01889,active,1199
u01890,active,599
u01891,active,358
u01892,active,1295
u01893,active,971
u01894,active,1677
u01895,active,692
u01896,active,1348
u01897,active,1282
u01898,active,1147
u01899,active,961
u01900,active,571
u01901,active,833
u01902,active,752
u01903,active,959
u01904,active,531
u01905,active,1048
u01906,active,1662
u01907,active,598
u01908,active,1162
u01909,active,193
u01910,active,1150
u01911,active,1054
u01912,active,585
u01913,active,1170
u01914,active,991
u01915,active,1673
u01916,active,995
u01917,active,1107
u01918,active,891
u01919,active,501
u01920,active,1990
u01921,active,1023
u01922,active,1072
u01923,active,983
u01924,active,363
u01925,active,405
u01926,active,279
u01927,active,1478
u01928,active,1150
u01929,active,815
u01930,active,377
u01931,active,617
u01932,active,908
u01933,active,456
u01934,active,1299
u01935,active,628
u01936,active,837
u01937,active,909
u01938,active,74
u01939,active,1273
u01940,active,966
u01941,active,63
u01942,active,793
u01943,active,816
u01944,active,536
u01945,active,1089
u01946,active,1431
u01947,active,1088
u01948,active,385
u01949,active,678
u01950,active,158
u01951,active,1030
u01952,active,550
u01953,active,1060
u01954,active,1270
u01955,active,1301
u01956,active,1033
u01957,active,847
u01958,active,301
u01959,active,1822
u01960,active,1833
u01961,active,912
u01962,active,1122
u01963,active,489
u01964,active,794
u01965,active,960
u01966,active,714
u01967,active,1652
u01968,active,1074
u01969,active,701
u01970,active,786
u01971,active,1047
u01972,active,313
u01973,active,1142
u01974,active,934
u01975,active,1309
u01976,active,1092
u01977,active,688
u01978,active,682
u01979,active,1504
u01980,active,1121
u01981,active,1188
u01982,active,1187
u01983,active,913
u01984,active,512
u01985,active,1669
u01986,active,872
u01987,active,1465
u01988,active,914
u01989,active,1392
u01990,active,603
u01991,active,423
u01992,active,838
u01993,active,757
u01994,active,1214
u01995,active,1087
u01996,active,331
u01997,active,653
u01998,active,390
u01999,active,650
u02000,active,912
u02001,active,701
u02002,active,1416
u02003,active,1117
u02004,active,610
u02005,active,1464
u02006,active,1314
u02007,active,1028
u02008,active,804
u02009,active,1724
u02010,active,1269
u02011,active,519
u02012,active,1014
u02013,active,616
u02014,active,1307
u02015,active,538
u02016,active,695
u02017,active,702
u02018,active,1142
u02019,active,530
u02020,active,953
u02021,active,89
u02022,active,1290
u02023,active,0
u02024,active,1020
u02025,active,1049
u02026,active,750
u02027,active,1389
u02028,active,1401
u02029,active,1379
u02030,active,1403
u02031,active,1080
u02032,active,798
u02033,active,1055
u02034,active,1390
u02035,active,928
u02036,active,0
u02037,active,278
u02038,active,1670
u02039,active,620
u02040,active,705
u02041,active,1327
u02042,active,1308
u02043,active,1173
u02044,active,1007
u02045,active,101
u02046,active,1837
u02047,active,798
u02048,active,1385
u02049,active,1006
u02050,active,735
u02051,active,843
u02052,active,882
u02053,active,1610
u02054,active,432
u02055,active,1108
u02056,active,1672
u02057,active,746
u02058,active,964
u02059,active,480
u02060,active,1608
u02061,active,496
u02062,active,1208
u02063,active,163
u02064,active,605
u02065,active,1038
u02066,active,504
u02067,active,847
u02068,active,413
u02069,active,985
u02070,active,477
u02071,active,525
u02072,active,1056
u02073,active,188
u02074,active,1202
u02075,active,623
u02076,active,1588
u02077,active,739
u02078,active,597
u02079,active,993
u02080,active,1348
u02081,active,0
u02082,active,693
u02083,active,1453
u02084,active,534
u02085,active,462
u02086,active,313
u02087,active,811
u02088,active,447
u02089,active,1129
u02090,active,349
u02091,active,759
u02092,active,873
u02093,active,706
u02094,active,854
u02095,active,564
u02096,active,594
u02097,active,1441
u02098,active,1119
u02099,active,1118
u02100,active,1372
u02101,active,1111
u02102,active,827
u02103,active,1181
u02104,active,851
u02105,active,1648
u02106,active,1033
u02107,active,968
u02108,active,1575
u02109,active,1279
u02110,active,668
u02111,active,1141
u02112,active,438
u02113,active,851
u02114,active,1020
u02115,active,1006
u02116,active,883
u02117,active,567
u02118,active,1109
u02119,active,1172
u02120,active,680
u02121,active,941
u02122,active,1147
u02123,active,1146
u02124,active,1091
u02125,active,1139
u02126,active,1191
u02127,active,1239
u02128,active,1132
u02129,active,746
u02130,active,1083
u02131,active,683
u02132,active,716
u02133,active,1086
u02134,active,973
u02135,active,679
u02136,active,1174
u02137,active,647
u02138,active,1134
u02139,active,417
u02140,active,1478
u02141,active,1145
u02142,active,1135
u02143,active,957
u02144,active,418
u02145,active,282
u02146,active,979
u02147,active,801
u02148,active,1080
u02149,active,1365
u02150,active,1116
u02151,active,565
u02152,active,1203
u02153,active,706
u02154,active,1110
u02155,active,1189
u02156,active,742
u02157,active,1534
u02158,active,813
u02159,active,961
u02160,active,1458
u02161,active,1024
u02162,active,617
u02163,active,810
u02164,active,1042
u02165,active,772
u02166,active,746
u02167,active,1328
u02168,active,872
u02169,active,1645
u02170,active,885
u02171,active,541
u02172,active,851
u02173,active,1322
u02174,active,718
u02175,active,1397
u02176,active,952
u02177,active,1108
u02178,active,659
u02179,active,962
u02180,active,947
u02181,active,1369
u02182,active,763
u02183,active,325
u02184,active,508
u02185,active,678
u02186,active,1204
u02187,active,592
u02188,active,558
u02189,active,828
u02190,active,942
u02191,active,915
u02192,active,436
u02193,active,824
u02194,active,1331
u02195,active,1107
u02196,active,1103
u02197,active,646
u02198,active,837
u02199,active,450
u02200,active,1177
u02201,active,1287
u02202,active,857
u02203,active,798
u02204,active,616
u02205,active,902
u02206,active,1616
u02207,active,662
u02208,active,1037
u02209,active,1313
u02210,active,911
u02211,active,426
u02212,active,1085
u02213,active,1560
u02214,active,1011
u02215,active,934
u02216,active,929
u02217,active,98
u02218,active,1076
u02219,active,757
u02220,active,584
u02221,active,1443
u02222,active,568
u02223,active,988
u02224,active,454
u02225,active,1084
u02226,active,386
u02227,active,1038
u02228,active,996
u02229,active,1244
u02230,active,430
u02231,active,774
u02232,active,620
u02233,active,1238
u02234,active,257
u02235,active,793
u02236,active,1144
u02237,active,1019
u02238,active,335
u02239,active,1395
u02240,active,973
u02241,active,1349
u02242,active,780
u02243,active,964
u02244,active,1028
u02245,active,774
u02246,active,1834
u02247,active,841
u02248,active,1085
u02249,active,692
u02250,active,727
u02251,power,3067
u02252,power,2555
u02253,power,2345
u02254,power,3233
u02255,power,2825
u02256,power,5114
u02257,power,3035
u02258,power,2605
u02259,power,3754
u02260,power,4774
u02261,power,1756
u02262,power,4304
u02263,power,2246
u02264,power,2758
u02265,power,1947
u02266,power,2777
u02267,power,1951
u02268,power,2653
u02269,power,2896
u02270,power,3068
u02271,power,3428
u02272,power,3438
u02273,power,3129
u02274,power,4366
u02275,power,3351
u02276,power,4284
u02277,power,3318
u02278,power,2624
u02279,power,1977
u02280,power,686
u02281,power,2810
u02282,power,2159
u02283,power,3178
u02284,power,4353
u02285,power,1166
u02286,power,3805
u02287,power,1836
u02288,power,1531
u02289,power,5215
u02290,power,3880
u02291,power,524
u02292,power,4407
u02293,power,2995
u02294,power,4543
u02295,power,2366
u02296,power,3377
u02297,power,3305
u02298,power,1335
u02299,power,3315
u02300,power,3917
u02301,power,2338
u02302,power,3672
u02303,power,3791
u02304,power,3219
u02305,power,4220
u02306,power,3776
u02307,power,4653
u02308,power,3433
u02309,power,4136
u02310,power,3070
u02311,power,3809
u02312,power,3507
u02313,power,3597
u02314,power,3867
u02315,power,2914
u02316,power,2911
u02317,power,1577
u02318,power,3405
u02319,power,2144
u02320,power,2506
u02321,power,2854
u02322,power,3789
u02323,power,3717
u02324,power,3616
u02325,power,3037
u02326,power,3453
u02327,power,2397
u02328,power,4584
u02329,power,4659
u02330,power,2659
u02331,power,2082
u02332,power,2155
u02333,power,2364
u02334,power,2361
u02335,power,3473
u02336,power,3363
u02337,power,3963
u02338,power,3362
u02339,power,3390
u02340,power,2930
u02341,power,4604
u02342,power,4649
u02343,power,2487
u02344,power,3472
u02345,power,2966
u02346,power,2963
u02347,power,2693
u02348,power,2165
u02349,power,2954
u02350,power,4047
u02351,power,4438
u02352,power,4051
u02353,power,3328
u02354,power,4410
u02355,power,3129
u02356,power,3089
u02357,power,2005
u02358,power,4268
u02359,power,4111
u02360,power,2343
u02361,power,2068
u02362,power,4992
u02363,power,3403
u02364,power,2230
u02365,power,2922
u02366,power,3718
u02367,power,4167
u02368,power,3927
u02369,power,4647
u02370,power,3854
u02371,power,3607
u02372,power,4301
u02373,power,2749
u02374,power,2673
u02375,power,1929
u02376,power,3888
u02377,power,2568
u02378,power,3429
u02379,power,3292
u02380,power,2895
u02381,power,2836
u02382,power,4091
u02383,power,4660
u02384,power,2822
u02385,power,2497
u02386,power,4935
u02387,power,3281
u02388,power,2698
u02389,power,2902
u02390,power,3969
u02391,power,3122
u02392,power,3284
u02393,power,2039
u02394,power,2499
u02395,power,4201
u02396,power,3577
u02397,power,4108
u02398,power,1668
u02399,power,2676
u02400,power,3479
u02401,power,3803
u02402,power,5073
u02403,power,3380
u02404,power,2397
u02405,power,2515
u02406,power,1994
u02407,power,4410
u02408,power,3061
u02409,power,2622
u02410,power,4232
u02411,power,4411
u02412,power,2913
u02413,power,2732
u02414,power,3461
u02415,power,1676
u02416,power,3649
u02417,power,3811
u02418,power,3365
u02419,power,3839
u02420,power,3214
u02421,power,3355
u02422,power,4449
u02423,power,3301
u02424,power,4662
u02425,power,3972
u02426,power,2962
u02427,power,3161
u02428,power,2591
u02429,power,4295
u02430,power,5698
u02431,power,2970
u02432,power,3467
u02433,power,3637
u02434,power,3283
u02435,power,3050
u02436,power,3772
u02437,power,1883
u02438,power,2414
u02439,power,3412
u02440,power,3260
u02441,power,3379
u02442,power,3727
u02443,power,4277
u02444,power,2254
u02445,power,2587
u02446,power,4167
u02447,power,3281
u02448,power,3369
u02449,power,4289
u02450,power,1549
u02451,power,4542
u02452,power,3378
u02453,power,2052
u02454,power,4291
u02455,power,4818
u02456,power,4555
u02457,power,2973
u02458,power,3827
u02459,power,3683
u02460,power,1967
u02461,power,5506
u02462,power,2306
u02463,power,5059
u02464,power,3173
u02465,power,3438
u02466,power,2971
u02467,power,4458
u02468,power,4810
u02469,power,3363
u02470,power,2636
u02471,power,2571
u02472,power,3803
u02473,power,1196
u02474,power,1752
u02475,power,3209
u02476,power,3476
u02477,power,2765
u02478,power,2811
u02479,power,1650
u02480,power,2848
u02481,power,3060
u02482,power,3462
u02483,power,3716
u02484,power,1446
u02485,power,4608
u02486,power,1299
u02487,power,3664
u02488,power,2794
u02489,power,4085
u02490,power,3696
u02491,power,3029
u02492,power,2917
u02493,power,1700
u02494,power,3118
u02495,power,2542
u02496,power,2351
u02497,power,2194
u02498,power,3208
u02499,power,2820
u02500,power,3983
u02501,power,2712
u02502,power,1858
u02503,power,2488
u02504,power,3223
u02505,power,1551
u02506,power,4382
u02507,power,2987
u02508,power,3076
u02509,power,3315
u02510,power,3795
u02511,power,3789
u02512,power,2515
u02513,power,2550
u02514,power,4970
u02515,power,1301
u02516,power,2286
u02517,power,2399
u02518,power,4009
u02519,power,3450
u02520,power,3481
u02521,power,2412
u02522,power,3486
u02523,power,2329
u02524,power,2693
u02525,power,2513
u02526,power,2545
u02527,power,2296
u02528,power,3386
u02529,power,3463
u02530,power,2459
u02531,power,2781
u02532,power,3581
u02533,power,3331
u02534,power,4489
u02535,power,2963
u02536,power,3488
u02537,power,3793
u02538,power,2298
u02539,power,2221
u02540,power,1959
u02541,power,3566
u02542,power,3017
u02543,power,3426
u02544,power,3308
u02545,power,3382
u02546,power,3766
u02547,power,2835
u02548,power,3871
u02549,power,3746
u02550,power,1948
u02551,lapsed,348
u02552,lapsed,883
u02553,lapsed,1496
u02554,lapsed,406
u02555,lapsed,427
u02556,lapsed,0
u02557,lapsed,453
u02558,lapsed,399
u02559,lapsed,249
u02560,lapsed,950
u02561,lapsed,483
u02562,lapsed,121
u02563,lapsed,92
u02564,lapsed,640
u02565,lapsed,229
u02566,lapsed,139
u02567,lapsed,0
u02568,lapsed,379
u02569,lapsed,598
u02570,lapsed,663
u02571,lapsed,492
u02572,lapsed,913
u02573,lapsed,63
u02574,lapsed,477
u02575,lapsed,533
u02576,lapsed,0
u02577,lapsed,362
u02578,lapsed,91
u02579,lapsed,487
u02580,lapsed,168
u02581,lapsed,615
u02582,lapsed,895
u02583,lapsed,353
u02584,lapsed,225
u02585,lapsed,55
u02586,lapsed,538
u02587,lapsed,142
u02588,lapsed,698
u02589,lapsed,917
u02590,lapsed,938
u02591,lapsed,966
u02592,lapsed,453
u02593,lapsed,558
u02594,lapsed,184
u02595,lapsed,21
u02596,lapsed,642
u02597,lapsed,0
u02598,lapsed,717
u02599,lapsed,160
u02600,lapsed,357
u02601,lapsed,940
u02602,lapsed,496
u02603,lapsed,572
u02604,lapsed,338
u02605,lapsed,676
u02606,lapsed,341
u02607,lapsed,140
u02608,lapsed,123
u02609,lapsed,0
u02610,lapsed,42
u02611,lapsed,621
u02612,lapsed,394
u02613,lapsed,133
u02614,lapsed,655
u02615,lapsed,474
u02616,lapsed,553
u02617,lapsed,122
u02618,lapsed,280
u02619,lapsed,524
u02620,lapsed,338
u02621,lapsed,721
u02622,lapsed,652
u02623,lapsed,869
u02624,lapsed,511
u02625,lapsed,227
u02626,lapsed,433
u02627,lapsed,1118
u02628,lapsed,745
u02629,lapsed,373
u02630,lapsed,633
u02631,lapsed,358
u02632,lapsed,323
u02633,lapsed,759
u02634,lapsed,548
u02635,lapsed,700
u02636,lapsed,944
u02637,lapsed,271
u02638,lapsed,513
u02639,lapsed,705
u02640,lapsed,658
u02641,lapsed,307
u02642,lapsed,435
u02643,lapsed,997
u02644,lapsed,252
u02645,lapsed,559
u02646,lapsed,568
u02647,lapsed,0
u02648,lapsed,614
u02649,lapsed,16
u02650,lapsed,484
u02651,lapsed,790
u02652,lapsed,271
u02653,lapsed,0
u02654,lapsed,412
u02655,lapsed,414
u02656,lapsed,456
u02657,lapsed,488
u02658,lapsed,505
u02659,lapsed,0
u02660,lapsed,742
u02661,lapsed,0
u02662,lapsed,313
u02663,lapsed,661
u02664,lapsed,190
u02665,lapsed,0
u02666,lapsed,194
u02667,lapsed,273
u02668,lapsed,1021
u02669,lapsed,0
u02670,lapsed,546
u02671,lapsed,359
u02672,lapsed,175
u02673,lapsed,5
u02674,lapsed,63
u02675,lapsed,522
u02676,lapsed,622
u02677,lapsed,814
u02678,lapsed,133
u02679,lapsed,0
u02680,lapsed,592
u02681,lapsed,577
u02682,lapsed,775
u02683,lapsed,0
u02684,lapsed,869
u02685,lapsed,459
u02686,lapsed,1025
u02687,lapsed,357
u02688,lapsed,837
u02689,lapsed,246
u02690,lapsed,1065
u02691,lapsed,265
u02692,lapsed,0
u02693,lapsed,491
u02694,lapsed,762
u02695,lapsed,800
u02696,lapsed,401
u02697,lapsed,539
u02698,lapsed,416
u02699,lapsed,823
u02700,lapsed,734
u02701,lapsed,269
u02702,lapsed,711
u02703,lapsed,413
u02704,lapsed,776
u02705,lapsed,306
u02706,lapsed,447
u02707,lapsed,249
u02708,lapsed,0
u02709,lapsed,55
u02710,lapsed,757
u02711,lapsed,605
u02712,lapsed,182
u02713,lapsed,567
u02714,lapsed,429
u02715,lapsed,651
u02716,lapsed,287
u02717,lapsed,417
u02718,lapsed,74
u02719,lapsed,764
u02720,lapsed,577
u02721,lapsed,455
u02722,lapsed,1153
u02723,lapsed,773
u02724,lapsed,848
u02725,lapsed,519
u02726,lapsed,266
u02727,lapsed,557
u02728,lapsed,435
u02729,lapsed,318
u02730,lapsed,776
u02731,lapsed,326
u02732,lapsed,496
u02733,lapsed,458
u02734,lapsed,0
u02735,lapsed,580
u02736,lapsed,652
u02737,lapsed,436
u02738,lapsed,497
u02739,lapsed,324
u02740,lapsed,233
u02741,lapsed,232
u02742,lapsed,0
u02743,lapsed,581
u02744,lapsed,22
u02745,lapsed,286
u02746,lapsed,0
u02747,lapsed,220
u02748,lapsed,583
u02749,lapsed,447
u02750,lapsed,429
u02751,lapsed,491
u02752,lapsed,0
u02753,lapsed,682
u02754,lapsed,294
u02755,lapsed,429
u02756,lapsed,551
u02757,lapsed,0
u02758,lapsed,846
u02759,lapsed,318
u02760,lapsed,587
u02761,lapsed,316
u02762,lapsed,235
u02763,lapsed,815
u02764,lapsed,58
u02765,lapsed,508
u02766,lapsed,260
u02767,lapsed,574
u02768,lapsed,689
u02769,lapsed,628
u02770,lapsed,587
u02771,lapsed,240
u02772,lapsed,346
u02773,lapsed,519
u02774,lapsed,781
u02775,lapsed,561
u02776,lapsed,363
u02777,lapsed,483
u02778,lapsed,694
u02779,lapsed,560
u02780,lapsed,689
u02781,lapsed,299
u02782,lapsed,692
u02783,lapsed,312
u02784,lapsed,448
u02785,lapsed,592
u02786,lapsed,21
u02787,lapsed,343
u02788,lapsed,502
u02789,lapsed,469
u02790,lapsed,669
u02791,lapsed,0
u02792,lapsed,0
u02793,lapsed,718
u02794,lapsed,641
u02795,lapsed,1003
u02796,lapsed,385
u02797,lapsed,779
u02798,lapsed,1087
u02799,lapsed,0
u02800,lapsed,0
u02801,lapsed,270
u02802,lapsed,0
u02803,lapsed,874
u02804,lapsed,340
u02805,lapsed,209
u02806,lapsed,790
u02807,lapsed,615
u02808,lapsed,245
u02809,lapsed,625
u02810,lapsed,143
u02811,lapsed,210
u02812,lapsed,773
u02813,lapsed,166
u02814,lapsed,270
u02815,lapsed,281
u02816,lapsed,251
u02817,lapsed,0
u02818,lapsed,0
u02819,lapsed,465
u02820,lapsed,832
u02821,lapsed,625
u02822,lapsed,264
u02823,lapsed,381
u02824,lapsed,0
u02825,lapsed,343
u02826,lapsed,347
u02827,lapsed,242
u02828,lapsed,598
u02829,lapsed,537
u02830,lapsed,585
u02831,lapsed,1080
u02832,lapsed,580
u02833,lapsed,0
u02834,lapsed,1
u02835,lapsed,401
u02836,lapsed,152
u02837,lapsed,344
u02838,lapsed,844
u02839,lapsed,443
u02840,lapsed,56
u02841,lapsed,849
u02842,lapsed,359
u02843,lapsed,404
u02844,lapsed,483
u02845,lapsed,573
u02846,lapsed,199
u02847,lapsed,438
u02848,lapsed,793
u02849,lapsed,789
u02850,lapsed,174
u02851,lapsed,424
u02852,lapsed,877
u02853,lapsed,341
u02854,lapsed,16
u02855,lapsed,225
u02856,lapsed,599
u02857,lapsed,389
u02858,lapsed,431
u02859,lapsed,498
u02860,lapsed,336
u02861,lapsed,570
u02862,lapsed,818
u02863,lapsed,547
u02864,lapsed,577
u02865,lapsed,757
u02866,lapsed,639
u02867,lapsed,759
u02868,lapsed,0
u02869,lapsed,430
u02870,lapsed,540
u02871,lapsed,379
u02872,lapsed,164
u02873,lapsed,380
u02874,lapsed,198
u02875,lapsed,521
u02876,lapsed,623
u02877,lapsed,347
u02878,lapsed,739
u02879,lapsed,262
u02880,lapsed,240
u02881,lapsed,443
u02882,lapsed,299
u02883,lapsed,717
u02884,lapsed,368
u02885,lapsed,579
u02886,lapsed,701
u02887,lapsed,0
u02888,lapsed,403
u02889,lapsed,455
u02890,lapsed,0
u02891,lapsed,436
u02892,lapsed,362
u02893,lapsed,0
u02894,lapsed,819
u02895,lapsed,457
u02896,lapsed,0
u02897,lapsed,277
u02898,lapsed,322
u02899,lapsed,386
u02900,lapsed,191
u02901,lapsed,98
u02902,lapsed,494
u02903,lapsed,130
u02904,lapsed,709
u02905,lapsed,566
u02906,lapsed,491
u02907,lapsed,249
u02908,lapsed,453
u02909,lapsed,437
u02910,lapsed,464
u02911,lapsed,0
u02912,lapsed,417
u02913,lapsed,0
u02914,lapsed,456
u02915,lapsed,1160
u02916,lapsed,128
u02917,lapsed,176
u02918,lapsed,668
u02919,lapsed,167
u02920,lapsed,110
u02921,lapsed,349
u02922,lapsed,465
u02923,lapsed,680
u02924,lapsed,280
u02925,lapsed,239
u02926,lapsed,341
u02927,lapsed,207
u02928,lapsed,509
u02929,lapsed,830
u02930,lapsed,170
u02931,lapsed,73
u02932,lapsed,399
u02933,lapsed,245
u02934,lapsed,0
u02935,lapsed,20
u02936,lapsed,0
u02937,lapsed,399
u02938,lapsed,197
u02939,lapsed,956
u02940,lapsed,538
u02941,lapsed,113
u02942,lapsed,89
u02943,lapsed,280
u02944,lapsed,11
u02945,lapsed,396
u02946,lapsed,749
u02947,lapsed,323
u02948,lapsed,211
u02949,lapsed,0
u02950,lapsed,0
u02951,lapsed,445
u02952,lapsed,380
u02953,lapsed,476
u02954,lapsed,0
u02955,lapsed,681
u02956,lapsed,269
u02957,lapsed,0
u02958,lapsed,87
u02959,lapsed,227
u02960,lapsed,397
u02961,lapsed,0
u02962,lapsed,682
u02963,lapsed,415
u02964,lapsed,674
u02965,lapsed,850
u02966,lapsed,331
u02967,lapsed,229
u02968,lapsed,592
u02969,lapsed,0
u02970,lapsed,743
u02971,lapsed,401
u02972,lapsed,291
u02973,lapsed,79
u02974,lapsed,27
u02975,lapsed,326
u02976,lapsed,558
u02977,lapsed,414
u02978,lapsed,0
u02979,lapsed,213
u02980,lapsed,573
u02981,lapsed,970
u02982,lapsed,375
u02983,lapsed,534
u02984,lapsed,421
u02985,lapsed,298
u02986,lapsed,74
u02987,lapsed,144
u02988,lapsed,17
u02989,lapsed,559
u02990,lapsed,675
u02991,lapsed,363
u02992,lapsed,228
u02993,lapsed,722
u02994,lapsed,1084
u02995,lapsed,0
u02996,lapsed,587
u02997,lapsed,461
u02998,lapsed,516
u02999,lapsed,627
u03000,lapsed,881
